bill_no,date,customer_id,product_id,quantity,selling_price,discount,gst,total_amount,payment_mode,purchase_price,profit,year,month,quarter,day
BILL004305,2025-02-14,507,143,5,228,20,205.2,1325.2,Cash,145,415,2025,February,1,Friday
BILL004306,2025-09-07,780,104,2,409,20,98.16,896.16,UPI,358,102,2025,September,3,Sunday
BILL004307,2025-04-19,805,195,5,337,30,0.0,1655.0,UPI,196,705,2025,April,2,Saturday
BILL004308,2025-01-28,816,58,3,371,20,0.0,1093.0,UPI,239,396,2025,January,1,Tuesday
BILL004309,2025-07-06,663,135,5,216,20,194.4,1254.4,Cash,83,665,2025,July,3,Sunday
BILL004310,2025-11-26,816,51,1,181,20,32.58,193.58,UPI,125,56,2025,November,4,Wednesday
BILL004311,2025-03-15,538,223,2,324,10,116.64,754.64,UPI,187,274,2025,March,1,Saturday
BILL004312,2025-04-13,138,192,4,475,10,0.0,1890.0,Card,364,444,2025,April,2,Sunday
BILL004313,2025-01-07,781,87,4,467,30,0.0,1838.0,Card,333,536,2025,January,1,Tuesday
BILL004314,2025-01-28,286,12,2,453,20,108.72,994.72,Card,323,260,2025,January,1,Tuesday
BILL004315,2025-08-08,488,62,4,322,30,231.84,1489.84,Card,280,168,2025,August,3,Friday
BILL004316,2025-12-03,698,86,1,271,20,32.52,283.52,Card,132,139,2025,December,4,Wednesday
BILL004317,2025-10-11,15,93,4,353,10,70.6,1472.6,Card,251,408,2025,October,4,Saturday
BILL004318,2025-06-07,334,160,5,283,10,254.7,1659.7,UPI,257,130,2025,June,2,Saturday
BILL004319,2025-04-14,492,166,3,408,20,0.0,1204.0,Cash,388,60,2025,April,2,Monday
BILL004320,2025-12-20,243,223,1,324,10,58.32,372.32,Cash,187,137,2025,December,4,Saturday
BILL004321,2025-11-11,550,115,4,246,50,49.2,983.2,UPI,234,48,2025,November,4,Tuesday
BILL004322,2025-07-09,206,217,5,379,50,227.4,2072.4,Card,297,410,2025,July,3,Wednesday
BILL004323,2025-04-25,204,181,5,232,20,139.2,1279.2,Card,125,535,2025,April,2,Friday
BILL004324,2025-06-03,189,82,4,188,0,0.0,752.0,UPI,166,88,2025,June,2,Tuesday
BILL004325,2025-03-17,316,176,1,341,10,17.05,348.05,Card,224,117,2025,March,1,Monday
BILL004326,2025-10-10,189,30,4,359,50,258.48,1644.48,Cash,275,336,2025,October,4,Friday
BILL004327,2025-09-24,653,9,3,383,30,57.45,1176.45,UPI,356,81,2025,September,3,Wednesday
BILL004328,2025-07-11,905,130,1,158,10,0.0,148.0,UPI,105,53,2025,July,3,Friday
BILL004329,2025-05-24,902,213,5,109,50,0.0,495.0,Card,23,430,2025,May,2,Saturday
BILL004330,2025-06-02,719,219,3,450,50,67.5,1367.5,Card,318,396,2025,June,2,Monday
BILL004331,2025-06-19,267,162,4,335,50,241.2,1531.2,UPI,299,144,2025,June,2,Thursday
BILL004332,2025-04-07,725,141,4,271,30,54.2,1108.2,UPI,193,312,2025,April,2,Monday
BILL004333,2025-03-24,646,5,1,221,20,26.52,227.52,Cash,132,89,2025,March,1,Monday
BILL004334,2025-07-19,161,151,2,304,50,109.44,667.44,Card,174,260,2025,July,3,Saturday
BILL004335,2025-03-14,585,44,4,174,50,83.52,729.52,UPI,108,264,2025,March,1,Friday
BILL004336,2025-01-30,339,191,4,358,30,0.0,1402.0,Card,214,576,2025,January,1,Thursday
BILL004337,2025-01-30,15,77,3,200,10,30.0,620.0,UPI,189,33,2025,January,1,Thursday
BILL004338,2025-06-25,813,238,5,283,0,169.8,1584.8,UPI,185,490,2025,June,2,Wednesday
BILL004339,2025-06-30,203,155,1,281,10,50.58,321.58,UPI,146,135,2025,June,2,Monday
BILL004340,2025-12-19,513,66,4,161,50,115.92,709.92,Card,103,232,2025,December,4,Friday
BILL004341,2025-05-11,556,33,3,395,10,0.0,1175.0,Card,322,219,2025,May,2,Sunday
BILL004342,2025-09-13,735,128,2,347,50,124.92,768.92,Card,261,172,2025,September,3,Saturday
BILL004343,2025-09-09,301,157,4,517,10,0.0,2058.0,Card,388,516,2025,September,3,Tuesday
BILL004344,2025-02-20,326,172,5,238,0,59.5,1249.5,Card,134,520,2025,February,1,Thursday
BILL004345,2025-06-25,578,16,5,410,0,246.0,2296.0,Card,307,515,2025,June,2,Wednesday
BILL004346,2025-07-17,820,213,5,109,50,0.0,495.0,Card,23,430,2025,July,3,Thursday
BILL004347,2025-10-06,10,182,4,138,0,27.6,579.6,Cash,128,40,2025,October,4,Monday
BILL004348,2025-11-05,256,236,5,253,20,227.7,1472.7,Cash,136,585,2025,November,4,Wednesday
BILL004349,2025-02-09,4,115,2,246,20,24.6,496.6,Cash,234,24,2025,February,1,Sunday
BILL004350,2025-12-29,222,3,4,374,30,74.8,1540.8,UPI,334,160,2025,December,4,Monday
BILL004351,2025-07-16,61,216,3,340,10,122.4,1132.4,Card,222,354,2025,July,3,Wednesday
BILL004352,2025-10-14,496,238,1,283,10,33.96,306.96,Cash,185,98,2025,October,4,Tuesday
BILL004353,2025-03-02,686,122,1,257,20,12.85,249.85,Card,117,140,2025,March,1,Sunday
BILL004354,2025-05-07,632,236,1,253,20,45.54,278.54,Cash,136,117,2025,May,2,Wednesday
BILL004355,2025-05-10,963,73,1,142,0,7.1,149.1,Card,86,56,2025,May,2,Saturday
BILL004356,2025-05-01,66,19,3,380,0,0.0,1140.0,UPI,364,48,2025,May,2,Thursday
BILL004357,2025-03-06,998,197,1,410,0,49.2,459.2,UPI,288,122,2025,March,1,Thursday
BILL004358,2025-12-09,102,104,1,409,0,49.08,458.08,Card,358,51,2025,December,4,Tuesday
BILL004359,2025-12-19,598,206,2,440,20,0.0,860.0,UPI,298,284,2025,December,4,Friday
BILL004360,2025-03-05,108,28,1,105,10,12.6,107.6,Card,58,47,2025,March,1,Wednesday
BILL004361,2025-07-30,632,200,5,116,20,104.4,664.4,UPI,77,195,2025,July,3,Wednesday
BILL004362,2025-05-16,616,69,2,277,50,27.7,531.7,Cash,223,108,2025,May,2,Friday
BILL004363,2025-04-25,968,18,2,165,30,59.4,359.4,Cash,59,212,2025,April,2,Friday
BILL004364,2025-05-04,662,103,1,378,50,18.9,346.9,UPI,328,50,2025,May,2,Sunday
BILL004365,2025-07-06,983,200,5,116,30,104.4,654.4,UPI,77,195,2025,July,3,Sunday
BILL004366,2025-04-10,2,17,2,409,10,40.9,848.9,UPI,292,234,2025,April,2,Thursday
BILL004367,2025-11-12,177,109,1,379,0,68.22,447.22,UPI,239,140,2025,November,4,Wednesday
BILL004368,2025-12-13,212,26,3,445,20,0.0,1315.0,Card,392,159,2025,December,4,Saturday
BILL004369,2025-02-27,994,147,4,293,0,58.6,1230.6,Cash,144,596,2025,February,1,Thursday
BILL004370,2025-06-20,566,76,4,178,0,128.16,840.16,Card,29,596,2025,June,2,Friday
BILL004371,2025-03-13,73,170,5,184,20,46.0,946.0,Card,130,270,2025,March,1,Thursday
BILL004372,2025-03-21,844,99,1,111,0,5.55,116.55,UPI,33,78,2025,March,1,Friday
BILL004373,2025-07-19,17,29,3,81,50,29.16,222.16,Cash,43,114,2025,July,3,Saturday
BILL004374,2025-01-03,550,157,2,517,20,0.0,1014.0,Card,388,258,2025,January,1,Friday
BILL004375,2025-11-04,309,80,4,225,30,45.0,915.0,Cash,173,208,2025,November,4,Tuesday
BILL004376,2025-04-25,196,8,3,305,10,109.8,1014.8,Cash,288,51,2025,April,2,Friday
BILL004377,2025-12-01,90,82,1,188,30,0.0,158.0,Cash,166,22,2025,December,4,Monday
BILL004378,2025-07-28,923,11,1,294,50,35.28,279.28,Cash,283,11,2025,July,3,Monday
BILL004379,2025-02-05,518,142,3,415,10,62.25,1297.25,Cash,315,300,2025,February,1,Wednesday
BILL004380,2025-03-17,92,56,3,382,30,57.3,1173.3,Card,233,447,2025,March,1,Monday
BILL004381,2025-08-07,445,61,5,384,50,230.4,2100.4,UPI,341,215,2025,August,3,Thursday
BILL004382,2025-11-16,815,215,2,406,0,146.16,958.16,UPI,298,216,2025,November,4,Sunday
BILL004383,2025-08-21,267,217,4,379,0,181.92,1697.92,UPI,297,328,2025,August,3,Thursday
BILL004384,2025-04-05,669,89,5,305,0,274.5,1799.5,Cash,235,350,2025,April,2,Saturday
BILL004385,2025-06-27,51,209,4,442,30,318.24,2056.24,Card,306,544,2025,June,2,Friday
BILL004386,2025-02-22,480,231,3,397,30,214.38,1375.38,UPI,386,33,2025,February,1,Saturday
BILL004387,2025-03-18,648,131,3,153,0,0.0,459.0,Cash,32,363,2025,March,1,Tuesday
BILL004388,2025-11-18,694,151,1,304,50,54.72,308.72,Card,174,130,2025,November,4,Tuesday
BILL004389,2025-07-31,606,128,5,347,20,312.3,2027.3,UPI,261,430,2025,July,3,Thursday
BILL004390,2025-04-06,626,123,5,220,50,0.0,1050.0,Card,198,110,2025,April,2,Sunday
BILL004391,2025-09-13,192,22,1,395,0,47.4,442.4,Cash,368,27,2025,September,3,Saturday
BILL004392,2025-11-18,266,95,3,272,10,40.8,846.8,UPI,174,294,2025,November,4,Tuesday
BILL004393,2025-05-04,379,148,4,377,50,0.0,1458.0,UPI,274,412,2025,May,2,Sunday
BILL004394,2025-11-20,917,83,2,459,10,165.24,1073.24,Card,393,132,2025,November,4,Thursday
BILL004395,2025-06-11,95,109,5,379,0,341.1,2236.1,Card,239,700,2025,June,2,Wednesday
BILL004396,2025-12-27,784,142,1,415,50,20.75,385.75,Cash,315,100,2025,December,4,Saturday
BILL004397,2025-01-17,611,8,2,305,30,73.2,653.2,UPI,288,34,2025,January,1,Friday
BILL004398,2025-02-13,289,78,4,452,0,216.96,2024.96,Cash,335,468,2025,February,1,Thursday
BILL004399,2025-05-21,462,22,4,395,10,189.6,1759.6,UPI,368,108,2025,May,2,Wednesday
BILL004400,2025-10-21,110,164,4,144,50,28.8,554.8,Cash,100,176,2025,October,4,Tuesday
BILL004401,2025-06-26,291,212,1,285,30,34.2,289.2,UPI,239,46,2025,June,2,Thursday
BILL004402,2025-11-14,392,187,4,188,30,135.36,857.36,UPI,171,68,2025,November,4,Friday
BILL004403,2025-12-14,90,108,5,423,10,105.75,2210.75,UPI,277,730,2025,December,4,Sunday
BILL004404,2025-09-18,582,16,2,410,50,98.4,868.4,Cash,307,206,2025,September,3,Thursday
BILL004405,2025-08-21,16,210,1,319,20,57.42,356.42,Card,269,50,2025,August,3,Thursday
BILL004406,2025-12-30,383,198,2,333,20,119.88,765.88,Card,235,196,2025,December,4,Tuesday
BILL004407,2025-11-14,839,118,2,405,20,0.0,790.0,UPI,368,74,2025,November,4,Friday
BILL004408,2025-02-13,634,97,2,473,30,170.28,1086.28,UPI,399,148,2025,February,1,Thursday
BILL004409,2025-02-03,254,178,5,179,0,161.1,1056.1,UPI,70,545,2025,February,1,Monday
BILL004410,2025-06-15,577,215,2,406,30,146.16,928.16,Card,298,216,2025,June,2,Sunday
BILL004411,2025-03-20,544,10,3,369,50,132.84,1189.84,Card,242,381,2025,March,1,Thursday
BILL004412,2025-03-22,594,156,4,314,50,150.72,1356.72,Cash,171,572,2025,March,1,Saturday
BILL004413,2025-09-26,722,32,5,325,20,195.0,1800.0,Card,197,640,2025,September,3,Friday
BILL004414,2025-04-06,643,139,3,311,30,46.65,949.65,Cash,201,330,2025,April,2,Sunday
BILL004415,2025-03-09,8,74,1,483,20,24.15,487.15,UPI,345,138,2025,March,1,Sunday
BILL004416,2025-01-30,717,183,1,513,20,61.56,554.56,UPI,395,118,2025,January,1,Thursday
BILL004417,2025-02-12,528,40,1,212,50,38.16,200.16,UPI,152,60,2025,February,1,Wednesday
BILL004418,2025-05-07,7,9,2,383,50,38.3,754.3,UPI,356,54,2025,May,2,Wednesday
BILL004419,2025-06-19,173,34,5,311,20,186.6,1721.6,Card,300,55,2025,June,2,Thursday
BILL004420,2025-12-08,764,19,5,380,0,0.0,1900.0,Card,364,80,2025,December,4,Monday
BILL004421,2025-07-04,864,218,2,400,0,144.0,944.0,Card,273,254,2025,July,3,Friday
BILL004422,2025-06-14,568,218,4,400,20,288.0,1868.0,Card,273,508,2025,June,2,Saturday
BILL004423,2025-04-13,327,28,2,105,50,25.2,185.2,UPI,58,94,2025,April,2,Sunday
BILL004424,2025-09-04,683,27,4,216,20,43.2,887.2,UPI,124,368,2025,September,3,Thursday
BILL004425,2025-07-12,512,118,2,405,50,0.0,760.0,Cash,368,74,2025,July,3,Saturday
BILL004426,2025-01-15,535,34,3,311,10,111.96,1034.96,UPI,300,33,2025,January,1,Wednesday
BILL004427,2025-01-27,710,24,1,237,30,11.85,218.85,Cash,123,114,2025,January,1,Monday
BILL004428,2025-02-05,686,185,4,436,20,0.0,1724.0,Cash,325,444,2025,February,1,Wednesday
BILL004429,2025-10-30,346,194,3,476,0,0.0,1428.0,Cash,363,339,2025,October,4,Thursday
BILL004430,2025-02-19,301,180,3,189,30,0.0,537.0,UPI,52,411,2025,February,1,Wednesday
BILL004431,2025-10-08,17,29,4,81,50,38.88,312.88,UPI,43,152,2025,October,4,Wednesday
BILL004432,2025-08-03,624,124,5,414,0,0.0,2070.0,UPI,377,185,2025,August,3,Sunday
BILL004433,2025-07-29,493,173,5,167,30,150.3,955.3,UPI,66,505,2025,July,3,Tuesday
BILL004434,2025-11-03,818,35,2,158,30,56.88,342.88,Cash,90,136,2025,November,4,Monday
BILL004435,2025-08-10,37,122,5,257,10,64.25,1339.25,UPI,117,700,2025,August,3,Sunday
BILL004436,2025-02-02,61,215,2,406,50,146.16,908.16,Cash,298,216,2025,February,1,Sunday
BILL004437,2025-04-08,624,36,3,318,10,0.0,944.0,UPI,173,435,2025,April,2,Tuesday
BILL004438,2025-02-22,361,225,3,285,0,153.9,1008.9,UPI,261,72,2025,February,1,Saturday
BILL004439,2025-11-17,405,160,4,283,30,203.76,1305.76,Card,257,104,2025,November,4,Monday
BILL004440,2025-12-29,552,63,5,321,20,288.9,1873.9,UPI,305,80,2025,December,4,Monday
BILL004441,2025-08-08,667,97,3,473,0,255.42,1674.42,Card,399,222,2025,August,3,Friday
BILL004442,2025-12-15,897,168,4,255,20,183.6,1183.6,Cash,164,364,2025,December,4,Monday
BILL004443,2025-05-14,52,8,1,305,30,36.6,311.6,UPI,288,17,2025,May,2,Wednesday
BILL004444,2025-05-31,88,111,2,132,10,47.52,301.52,Cash,36,192,2025,May,2,Saturday
BILL004445,2025-02-28,81,33,4,395,20,0.0,1560.0,Cash,322,292,2025,February,1,Friday
BILL004446,2025-10-30,79,202,3,202,0,109.08,715.08,Cash,98,312,2025,October,4,Thursday
BILL004447,2025-01-02,277,204,4,73,50,0.0,242.0,UPI,60,52,2025,January,1,Thursday
BILL004448,2025-01-09,255,6,2,330,0,118.8,778.8,UPI,187,286,2025,January,1,Thursday
BILL004449,2025-03-01,557,129,1,500,50,25.0,475.0,UPI,387,113,2025,March,1,Saturday
BILL004450,2025-12-16,90,45,5,415,10,0.0,2065.0,Card,374,205,2025,December,4,Tuesday
BILL004451,2025-10-19,956,60,5,342,30,0.0,1680.0,UPI,314,140,2025,October,4,Sunday
BILL004452,2025-04-10,30,107,2,198,50,19.8,365.8,Card,117,162,2025,April,2,Thursday
BILL004453,2025-06-06,641,180,2,189,50,0.0,328.0,Card,52,274,2025,June,2,Friday
BILL004454,2025-04-02,628,223,3,324,0,174.96,1146.96,UPI,187,411,2025,April,2,Wednesday
BILL004455,2026-01-01,466,80,3,225,20,33.75,688.75,UPI,173,156,2026,January,1,Thursday
BILL004456,2025-06-03,357,133,1,270,20,0.0,250.0,UPI,197,73,2025,June,2,Tuesday
BILL004457,2025-08-13,394,146,2,113,20,0.0,206.0,Card,38,150,2025,August,3,Wednesday
BILL004458,2025-04-11,798,156,4,314,10,150.72,1396.72,Card,171,572,2025,April,2,Friday
BILL004459,2025-03-21,109,64,3,357,10,192.78,1253.78,UPI,226,393,2025,March,1,Friday
BILL004460,2025-06-17,695,86,4,271,20,130.08,1194.08,UPI,132,556,2025,June,2,Tuesday
BILL004461,2025-04-22,146,81,4,415,50,0.0,1610.0,UPI,318,388,2025,April,2,Tuesday
BILL004462,2025-01-19,427,12,4,453,10,217.44,2019.44,UPI,323,520,2025,January,1,Sunday
BILL004463,2025-07-01,791,68,3,424,10,0.0,1262.0,Cash,352,216,2025,July,3,Tuesday
BILL004464,2025-02-13,83,1,1,125,30,0.0,95.0,UPI,77,48,2025,February,1,Thursday
BILL004465,2025-02-02,243,95,3,272,30,40.8,826.8,Cash,174,294,2025,February,1,Sunday
BILL004466,2025-03-27,394,89,4,305,20,219.6,1419.6,Card,235,280,2025,March,1,Thursday
BILL004467,2025-12-05,252,61,3,384,0,138.24,1290.24,Card,341,129,2025,December,4,Friday
BILL004468,2025-04-16,999,71,1,404,0,0.0,404.0,Cash,297,107,2025,April,2,Wednesday
BILL004469,2025-10-17,793,210,3,319,10,172.26,1119.26,Cash,269,150,2025,October,4,Friday
BILL004470,2025-07-05,653,149,3,383,10,0.0,1139.0,UPI,245,414,2025,July,3,Saturday
BILL004471,2025-03-17,566,68,1,424,50,0.0,374.0,UPI,352,72,2025,March,1,Monday
BILL004472,2025-05-21,509,69,2,277,50,27.7,531.7,Cash,223,108,2025,May,2,Wednesday
BILL004473,2025-10-22,828,126,2,219,10,0.0,428.0,Cash,196,46,2025,October,4,Wednesday
BILL004474,2025-03-06,579,122,5,257,30,64.25,1319.25,UPI,117,700,2025,March,1,Thursday
BILL004475,2025-12-28,236,108,3,423,20,63.45,1312.45,UPI,277,438,2025,December,4,Sunday
BILL004476,2025-01-11,560,216,5,340,0,204.0,1904.0,Card,222,590,2025,January,1,Saturday
BILL004477,2025-11-17,672,64,1,357,50,64.26,371.26,Card,226,131,2025,November,4,Monday
BILL004478,2025-12-02,548,104,2,409,50,98.16,866.16,UPI,358,102,2025,December,4,Tuesday
BILL004479,2025-11-17,389,209,5,442,10,397.8,2597.8,Cash,306,680,2025,November,4,Monday
BILL004480,2025-09-07,641,10,5,369,20,221.4,2046.4,UPI,242,635,2025,September,3,Sunday
BILL004481,2025-08-20,403,131,2,153,50,0.0,256.0,UPI,32,242,2025,August,3,Wednesday
BILL004482,2025-09-30,347,191,5,358,50,0.0,1740.0,Cash,214,720,2025,September,3,Tuesday
BILL004483,2025-08-09,356,228,1,229,50,41.22,220.22,Card,134,95,2025,August,3,Saturday
BILL004484,2025-10-14,900,40,5,212,20,190.8,1230.8,Card,152,300,2025,October,4,Tuesday
BILL004485,2025-05-09,213,13,4,275,30,0.0,1070.0,UPI,191,336,2025,May,2,Friday
BILL004486,2025-12-01,644,63,3,321,20,173.34,1116.34,UPI,305,48,2025,December,4,Monday
BILL004487,2025-10-22,198,172,3,238,10,35.7,739.7,UPI,134,312,2025,October,4,Wednesday
BILL004488,2025-05-25,139,100,5,345,20,0.0,1705.0,Card,238,535,2025,May,2,Sunday
BILL004489,2025-01-19,202,5,3,221,10,79.56,732.56,UPI,132,267,2025,January,1,Sunday
BILL004490,2025-07-14,532,86,4,271,30,130.08,1184.08,Cash,132,556,2025,July,3,Monday
BILL004491,2025-12-22,236,102,3,312,50,0.0,886.0,Card,263,147,2025,December,4,Monday
BILL004492,2025-10-01,796,205,3,126,30,18.9,366.9,UPI,54,216,2025,October,4,Wednesday
BILL004493,2025-08-09,726,43,2,417,50,41.7,825.7,Cash,315,204,2025,August,3,Saturday
BILL004494,2025-11-08,44,61,2,384,30,92.16,830.16,Cash,341,86,2025,November,4,Saturday
BILL004495,2025-10-05,910,34,5,311,10,186.6,1731.6,UPI,300,55,2025,October,4,Sunday
BILL004496,2025-06-12,194,185,5,436,0,0.0,2180.0,Cash,325,555,2025,June,2,Thursday
BILL004497,2025-07-03,122,168,2,255,50,91.8,551.8,Cash,164,182,2025,July,3,Thursday
BILL004498,2025-11-10,607,210,2,319,50,114.84,702.84,Cash,269,100,2025,November,4,Monday
BILL004499,2025-09-06,652,190,2,71,20,7.1,129.1,Cash,37,68,2025,September,3,Saturday
BILL004500,2025-12-22,80,218,1,400,50,72.0,422.0,Card,273,127,2025,December,4,Monday
BILL004501,2025-05-28,665,231,1,397,20,71.46,448.46,Card,386,11,2025,May,2,Wednesday
BILL004502,2025-06-20,411,20,5,212,0,190.8,1250.8,UPI,142,350,2025,June,2,Friday
BILL004503,2025-02-02,421,34,1,311,20,37.32,328.32,Card,300,11,2025,February,1,Sunday
BILL004504,2025-06-27,168,78,2,452,50,108.48,962.48,Card,335,234,2025,June,2,Friday
BILL004505,2025-11-03,27,147,4,293,50,58.6,1180.6,Cash,144,596,2025,November,4,Monday
BILL004506,2025-10-23,697,203,1,453,10,81.54,524.54,Card,315,138,2025,October,4,Thursday
BILL004507,2025-11-02,808,60,5,342,0,0.0,1710.0,UPI,314,140,2025,November,4,Sunday
BILL004508,2025-03-26,589,36,1,318,0,0.0,318.0,UPI,173,145,2025,March,1,Wednesday
BILL004509,2025-11-04,177,63,1,321,0,57.78,378.78,UPI,305,16,2025,November,4,Tuesday
BILL004510,2025-07-15,240,196,4,470,20,225.6,2085.6,Cash,324,584,2025,July,3,Tuesday
BILL004511,2025-08-23,247,227,4,193,10,38.6,800.6,Cash,180,52,2025,August,3,Saturday
BILL004512,2025-02-25,120,158,1,181,50,0.0,131.0,Card,122,59,2025,February,1,Tuesday
BILL004513,2025-08-27,675,212,4,285,30,136.8,1246.8,UPI,239,184,2025,August,3,Wednesday
BILL004514,2025-07-07,539,68,4,424,0,0.0,1696.0,Card,352,288,2025,July,3,Monday
BILL004515,2025-09-28,755,101,1,501,10,90.18,581.18,UPI,384,117,2025,September,3,Sunday
BILL004516,2025-03-14,118,200,5,116,30,104.4,654.4,Cash,77,195,2025,March,1,Friday
BILL004517,2025-12-05,103,192,1,475,10,0.0,465.0,Card,364,111,2025,December,4,Friday
BILL004518,2025-10-02,557,208,2,124,20,29.76,257.76,UPI,57,134,2025,October,4,Thursday
BILL004519,2025-05-03,655,233,2,275,30,66.0,586.0,Cash,215,120,2025,May,2,Saturday
BILL004520,2025-12-28,856,8,3,305,20,109.8,1004.8,Cash,288,51,2025,December,4,Sunday
BILL004521,2025-12-23,811,36,2,318,0,0.0,636.0,Cash,173,290,2025,December,4,Tuesday
BILL004522,2025-01-03,785,49,1,120,20,6.0,106.0,UPI,106,14,2025,January,1,Friday
BILL004523,2025-08-19,22,240,4,127,10,91.44,589.44,Cash,105,88,2025,August,3,Tuesday
BILL004524,2025-11-22,55,219,1,450,0,22.5,472.5,Card,318,132,2025,November,4,Saturday
BILL004525,2025-04-15,676,240,1,127,10,22.86,139.86,UPI,105,22,2025,April,2,Tuesday
BILL004526,2025-09-28,53,133,2,270,0,0.0,540.0,Card,197,146,2025,September,3,Sunday
BILL004527,2025-07-25,178,146,1,113,30,0.0,83.0,Cash,38,75,2025,July,3,Friday
BILL004528,2025-01-24,295,147,5,293,20,73.25,1518.25,Cash,144,745,2025,January,1,Friday
BILL004529,2025-10-18,850,30,3,359,10,193.86,1260.86,Cash,275,252,2025,October,4,Saturday
BILL004530,2025-10-24,615,111,3,132,10,71.28,457.28,Card,36,288,2025,October,4,Friday
BILL004531,2025-07-09,85,229,2,370,0,37.0,777.0,Cash,230,280,2025,July,3,Wednesday
BILL004532,2025-11-13,356,88,5,104,10,93.6,603.6,Card,77,135,2025,November,4,Thursday
BILL004533,2025-12-12,581,144,5,278,10,0.0,1380.0,UPI,182,480,2025,December,4,Friday
BILL004534,2025-01-30,927,60,2,342,0,0.0,684.0,UPI,314,56,2025,January,1,Thursday
BILL004535,2025-11-30,430,152,2,259,10,0.0,508.0,Cash,134,250,2025,November,4,Sunday
BILL004536,2025-01-25,664,101,2,501,20,180.36,1162.36,Cash,384,234,2025,January,1,Saturday
BILL004537,2025-09-07,562,197,4,410,20,196.8,1816.8,Cash,288,488,2025,September,3,Sunday
BILL004538,2025-07-03,646,165,1,244,0,12.2,256.2,UPI,203,41,2025,July,3,Thursday
BILL004539,2025-05-19,464,60,5,342,30,0.0,1680.0,Card,314,140,2025,May,2,Monday
BILL004540,2025-11-23,7,208,1,124,30,14.88,108.88,Card,57,67,2025,November,4,Sunday
BILL004541,2025-12-11,602,210,3,319,50,172.26,1079.26,Cash,269,150,2025,December,4,Thursday
BILL004542,2025-07-25,190,235,1,183,30,9.15,162.15,UPI,91,92,2025,July,3,Friday
BILL004543,2025-12-11,586,6,5,330,50,297.0,1897.0,Cash,187,715,2025,December,4,Thursday
BILL004544,2025-06-26,939,66,3,161,0,86.94,569.94,Card,103,174,2025,June,2,Thursday
BILL004545,2025-08-14,328,120,3,345,30,186.3,1191.3,UPI,254,273,2025,August,3,Thursday
BILL004546,2025-05-04,503,75,1,390,30,0.0,360.0,UPI,298,92,2025,May,2,Sunday
BILL004547,2025-12-06,358,41,3,391,0,58.65,1231.65,Cash,323,204,2025,December,4,Saturday
BILL004548,2025-07-18,60,77,3,200,10,30.0,620.0,UPI,189,33,2025,July,3,Friday
BILL004549,2025-08-28,294,50,1,117,20,14.04,111.04,UPI,22,95,2025,August,3,Thursday
BILL004550,2025-03-30,810,233,2,275,20,66.0,596.0,UPI,215,120,2025,March,1,Sunday
BILL004551,2025-02-08,310,130,1,158,50,0.0,108.0,UPI,105,53,2025,February,1,Saturday
BILL004552,2025-12-16,213,137,4,92,0,66.24,434.24,UPI,69,92,2025,December,4,Tuesday
BILL004553,2025-01-16,732,109,2,379,50,136.44,844.44,Card,239,280,2025,January,1,Thursday
BILL004554,2025-04-14,775,44,3,174,50,62.64,534.64,UPI,108,198,2025,April,2,Monday
BILL004555,2025-06-17,848,47,5,172,30,43.0,873.0,Card,22,750,2025,June,2,Tuesday
BILL004556,2025-12-04,81,83,1,459,20,82.62,521.62,Card,393,66,2025,December,4,Thursday
BILL004557,2025-01-18,915,199,3,460,10,248.4,1618.4,Cash,372,264,2025,January,1,Saturday
BILL004558,2025-03-11,777,118,4,405,50,0.0,1570.0,Cash,368,148,2025,March,1,Tuesday
BILL004559,2025-03-17,855,93,5,353,10,88.25,1843.25,Card,251,510,2025,March,1,Monday
BILL004560,2025-03-08,183,222,3,428,0,64.2,1348.2,Cash,283,435,2025,March,1,Saturday
BILL004561,2025-12-27,865,213,1,109,50,0.0,59.0,Card,23,86,2025,December,4,Saturday
BILL004562,2025-04-02,488,203,4,453,10,326.16,2128.16,UPI,315,552,2025,April,2,Wednesday
BILL004563,2025-10-15,934,61,4,384,20,184.32,1700.32,UPI,341,172,2025,October,4,Wednesday
BILL004564,2025-05-10,751,179,1,125,10,15.0,130.0,UPI,87,38,2025,May,2,Saturday
BILL004565,2025-09-21,189,176,5,341,10,85.25,1780.25,Card,224,585,2025,September,3,Sunday
BILL004566,2025-04-14,842,95,4,272,30,54.4,1112.4,UPI,174,392,2025,April,2,Monday
BILL004567,2025-05-04,28,17,4,409,0,81.8,1717.8,Card,292,468,2025,May,2,Sunday
BILL004568,2025-05-21,566,215,2,406,30,146.16,928.16,UPI,298,216,2025,May,2,Wednesday
BILL004569,2025-12-16,474,192,5,475,20,0.0,2355.0,Cash,364,555,2025,December,4,Tuesday
BILL004570,2025-11-09,262,21,5,364,10,91.0,1901.0,UPI,223,705,2025,November,4,Sunday
BILL004571,2025-01-28,153,75,5,390,20,0.0,1930.0,Cash,298,460,2025,January,1,Tuesday
BILL004572,2025-01-27,552,115,1,246,0,12.3,258.3,Card,234,12,2025,January,1,Monday
BILL004573,2025-02-19,196,217,1,379,10,45.48,414.48,Cash,297,82,2025,February,1,Wednesday
BILL004574,2025-08-02,1,225,1,285,0,51.3,336.3,UPI,261,24,2025,August,3,Saturday
BILL004575,2025-12-12,375,31,3,178,50,26.7,510.7,Cash,110,204,2025,December,4,Friday
BILL004576,2025-09-14,700,218,2,400,20,144.0,924.0,Cash,273,254,2025,September,3,Sunday
