bill_no,date,customer_id,product_id,quantity,selling_price,discount,gst,total_amount,payment_mode
BILL005357,2025-08-02,208,84,1,365,50,43.8,358.8,Cash
BILL005358,2025-08-17,702,68,1,424,20,0.0,404.0,Card
BILL005359,2025-11-23,587,50,2,117,50,28.08,212.08,UPI
BILL005360,2025-05-03,246,132,2,296,20,29.6,601.6,Cash
BILL005361,2025-07-23,764,205,1,126,20,6.3,112.3,Card
BILL005362,2025-10-16,603,75,3,390,50,0.0,1120.0,UPI
BILL005363,2025-07-27,779,121,2,170,30,17.0,327.0,Card
BILL005364,2025-05-11,328,138,4,451,30,90.2,1864.2,Cash
BILL005365,2025-12-04,154,183,1,513,0,61.56,574.56,UPI
BILL005366,2025-06-09,331,92,3,337,10,0.0,1001.0,Cash
BILL005367,2025-07-18,427,89,4,305,10,219.6,1429.6,Card
BILL005368,2025-01-28,878,39,5,349,30,87.25,1802.25,Cash
BILL005369,2025-01-11,823,130,5,158,30,0.0,760.0,UPI
BILL005370,2025-07-15,630,62,4,322,50,231.84,1469.84,Cash
BILL005371,2025-05-06,563,54,1,218,10,26.16,234.16,Cash
BILL005372,2025-11-06,20,165,5,244,10,61.0,1271.0,Cash
BILL005373,2025-03-16,310,94,1,188,0,33.84,221.84,Card
BILL005374,2025-12-21,817,172,3,238,0,35.7,749.7,UPI
BILL005375,2025-09-18,523,3,5,374,10,93.5,1953.5,Card
BILL005376,2025-02-02,83,60,3,342,10,0.0,1016.0,Cash
BILL005377,2025-11-30,348,16,3,410,10,147.6,1367.6,UPI
BILL005378,2025-03-09,90,46,4,79,50,56.88,322.88,UPI
BILL005379,2025-10-19,881,43,3,417,0,62.55,1313.55,Card
BILL005380,2025-04-11,151,178,2,179,0,64.44,422.44,UPI
BILL005381,2025-09-23,825,62,1,322,10,57.96,369.96,Cash
BILL005382,2025-11-18,592,105,3,420,30,226.8,1456.8,Card
BILL005383,2025-11-24,687,163,4,394,50,0.0,1526.0,Cash
BILL005384,2025-03-22,614,65,3,124,50,44.64,366.64,Cash
BILL005385,2025-11-07,935,50,5,117,20,70.2,635.2,Cash
BILL005386,2025-04-28,100,90,1,423,20,76.14,479.14,Cash
BILL005387,2025-03-14,791,178,1,179,0,32.22,211.22,Cash
BILL005388,2025-01-24,357,228,3,229,20,123.66,790.66,Cash
BILL005389,2025-07-14,601,129,4,500,50,100.0,2050.0,Card
BILL005390,2025-09-05,558,2,5,447,30,111.75,2316.75,UPI
BILL005391,2025-10-05,368,216,3,340,30,122.4,1112.4,Cash
BILL005392,2025-11-30,733,208,4,124,0,59.52,555.52,Card
BILL005393,2025-12-07,642,128,5,347,20,312.3,2027.3,Cash
BILL005394,2025-10-19,795,110,3,161,20,24.15,487.15,Card
BILL005395,2025-09-29,188,116,4,225,20,108.0,988.0,UPI
BILL005396,2025-05-08,733,173,2,167,0,60.12,394.12,Cash
BILL005397,2025-06-14,502,27,4,216,20,43.2,887.2,Cash
BILL005398,2025-04-02,896,128,3,347,50,187.38,1178.38,Cash
BILL005399,2025-05-24,192,232,1,148,50,0.0,98.0,Card
BILL005400,2025-04-24,14,11,2,294,20,70.56,638.56,UPI
BILL005401,2025-08-04,508,223,1,324,10,58.32,372.32,UPI
BILL005402,2025-02-23,306,47,2,172,20,17.2,341.2,Card
BILL005403,2025-10-21,694,41,4,391,30,78.2,1612.2,Card
BILL005404,2025-04-03,122,85,1,174,10,31.32,195.32,Card
BILL005405,2025-03-26,282,115,5,246,50,61.5,1241.5,Cash
BILL005406,2025-12-01,224,236,1,253,50,45.54,248.54,UPI
BILL005407,2025-02-01,488,17,3,409,0,61.35,1288.35,Cash
BILL005408,2025-11-10,527,230,1,333,0,59.94,392.94,Card
BILL005409,2025-07-27,968,45,2,415,30,0.0,800.0,Cash
BILL005410,2025-05-18,115,232,5,148,0,0.0,740.0,Card
BILL005411,2025-07-26,710,173,1,167,50,30.06,147.06,Cash
BILL005412,2025-12-06,862,75,4,390,20,0.0,1540.0,UPI
BILL005413,2025-01-14,563,152,5,259,30,0.0,1265.0,Card
BILL005414,2025-09-30,798,118,5,405,30,0.0,1995.0,Cash
BILL005415,2025-01-28,478,132,1,296,30,14.8,280.8,UPI
BILL005416,2025-03-04,300,215,2,406,0,146.16,958.16,Cash
BILL005417,2025-12-25,749,108,3,423,10,63.45,1322.45,Card
BILL005418,2025-05-31,150,101,1,501,50,90.18,541.18,Card
BILL005419,2025-11-29,343,44,2,174,50,41.76,339.76,UPI
BILL005420,2025-08-02,159,160,5,283,20,254.7,1649.7,Card
BILL005421,2025-11-08,199,35,4,158,50,113.76,695.76,Cash
BILL005422,2025-06-11,153,134,3,242,30,87.12,783.12,Card
BILL005423,2025-06-18,32,33,5,395,30,0.0,1945.0,UPI
BILL005424,2025-07-06,99,186,4,433,0,0.0,1732.0,Card
BILL005425,2025-01-16,591,131,5,153,30,0.0,735.0,Cash
BILL005426,2025-08-04,27,27,4,216,50,43.2,857.2,Cash
BILL005427,2025-10-11,770,164,3,144,50,21.6,403.6,Cash
BILL005428,2025-08-29,375,201,5,501,30,125.25,2600.25,UPI
BILL005429,2025-03-19,541,25,3,222,0,33.3,699.3,UPI
BILL005430,2025-01-06,410,24,3,237,0,35.55,746.55,Card
BILL005431,2025-07-16,851,27,4,216,10,43.2,897.2,Card
BILL005432,2025-07-31,549,176,2,341,0,34.1,716.1,UPI
BILL005433,2025-06-07,978,8,4,305,0,146.4,1366.4,Cash
BILL005434,2025-05-29,371,37,2,235,50,56.4,476.4,UPI
BILL005435,2025-11-28,723,60,5,342,50,0.0,1660.0,Card
BILL005436,2025-02-09,591,134,5,242,50,145.2,1305.2,Cash
BILL005437,2025-04-28,74,103,2,378,20,37.8,773.8,Cash
BILL005438,2025-06-27,186,70,1,420,50,0.0,370.0,Card
BILL005439,2025-05-14,6,42,3,171,30,0.0,483.0,Cash
BILL005440,2025-01-27,57,84,1,365,30,43.8,378.8,Cash
BILL005441,2025-07-26,4,7,1,63,30,11.34,44.34,UPI
BILL005442,2025-10-27,769,197,2,410,20,98.4,898.4,UPI
BILL005443,2025-02-11,665,112,3,428,10,64.2,1338.2,Card
BILL005444,2025-09-07,525,153,2,315,0,75.6,705.6,Card
BILL005445,2025-11-13,655,156,5,314,30,188.4,1728.4,Card
BILL005446,2025-10-11,685,232,5,148,10,0.0,730.0,Card
BILL005447,2025-10-23,699,47,3,172,0,25.8,541.8,UPI
BILL005448,2025-02-26,860,143,3,228,0,123.12,807.12,Cash
BILL005449,2025-01-24,629,17,3,409,20,61.35,1268.35,Cash
BILL005450,2025-08-08,237,223,1,324,0,58.32,382.32,Cash
BILL005451,2025-04-01,205,39,3,349,30,52.35,1069.35,UPI
BILL005452,2025-02-08,343,31,2,178,20,17.8,353.8,Cash
BILL005453,2025-10-20,579,214,4,506,30,364.32,2358.32,Cash
BILL005454,2025-01-18,865,222,2,428,0,42.8,898.8,Card
BILL005455,2025-02-02,534,22,2,395,30,94.8,854.8,UPI
BILL005456,2025-11-01,273,125,5,448,0,268.8,2508.8,UPI
BILL005457,2025-08-19,916,154,1,366,20,18.3,364.3,UPI
BILL005458,2025-08-31,134,226,3,361,10,54.15,1127.15,UPI
BILL005459,2025-03-09,905,190,5,71,10,17.75,362.75,Card
BILL005460,2025-09-26,538,74,4,483,50,96.6,1978.6,Card
BILL005461,2025-08-07,897,110,1,161,50,8.05,119.05,Cash
BILL005462,2025-06-14,80,195,3,337,30,0.0,981.0,UPI
BILL005463,2025-04-19,506,31,1,178,10,8.9,176.9,UPI
BILL005464,2025-04-20,102,40,4,212,30,152.64,970.64,UPI
BILL005465,2025-10-11,991,234,5,245,30,61.25,1256.25,Cash
BILL005466,2025-11-29,116,65,4,124,30,59.52,525.52,UPI
BILL005467,2025-12-22,21,206,4,440,50,0.0,1710.0,UPI
BILL005468,2025-11-13,477,133,2,270,50,0.0,490.0,UPI
BILL005469,2025-07-07,684,226,1,361,30,18.05,349.05,UPI
BILL005470,2025-02-25,481,199,2,460,10,165.6,1075.6,UPI
BILL005471,2025-11-02,703,140,3,409,20,147.24,1354.24,Card
BILL005472,2025-01-21,63,56,5,382,50,95.5,1955.5,Cash
BILL005473,2025-01-11,616,124,1,414,30,0.0,384.0,Cash
BILL005474,2025-09-16,816,96,3,95,20,0.0,265.0,UPI
BILL005475,2025-03-15,742,90,1,423,30,76.14,469.14,UPI
BILL005476,2025-03-31,766,231,2,397,0,142.92,936.92,Card
BILL005477,2025-07-12,452,161,4,156,0,0.0,624.0,Cash
BILL005478,2025-07-04,682,144,1,278,20,0.0,258.0,UPI
BILL005479,2025-10-19,933,80,4,225,0,45.0,945.0,UPI
BILL005480,2025-12-07,41,123,4,220,0,0.0,880.0,Cash
BILL005481,2025-11-07,909,231,5,397,50,357.3,2292.3,Card
BILL005482,2025-02-12,629,103,1,378,50,18.9,346.9,Card
BILL005483,2025-08-01,190,188,2,477,10,171.72,1115.72,Cash
BILL005484,2025-08-01,281,239,4,254,30,0.0,986.0,UPI
BILL005485,2025-06-06,512,26,2,445,10,0.0,880.0,UPI
BILL005486,2025-09-12,796,137,3,92,30,49.68,295.68,Cash
BILL005487,2025-11-10,630,213,3,109,30,0.0,297.0,Card
BILL005488,2025-08-12,341,237,3,345,10,124.2,1149.2,Cash
BILL005489,2025-07-31,270,76,4,178,0,128.16,840.16,Card
BILL005490,2025-06-17,412,187,1,188,20,33.84,201.84,Card
BILL005491,2025-05-08,536,191,3,358,50,0.0,1024.0,UPI
BILL005492,2025-08-07,342,84,4,365,0,175.2,1635.2,Card
BILL005493,2025-12-04,61,154,3,366,0,54.9,1152.9,UPI
BILL005494,2025-03-05,239,57,3,318,0,47.7,1001.7,UPI
BILL005495,2025-04-01,332,200,2,116,30,41.76,243.76,UPI
BILL005496,2025-06-07,91,66,4,161,10,115.92,749.92,Cash
BILL005497,2025-11-17,915,22,3,395,10,142.2,1317.2,Cash
BILL005498,2025-03-01,386,194,2,476,10,0.0,942.0,Card
BILL005499,2025-11-19,401,54,4,218,0,104.64,976.64,Cash
BILL005500,2025-01-02,208,91,1,304,10,15.2,309.2,Cash
BILL005501,2025-02-21,209,144,5,278,50,0.0,1340.0,UPI
BILL005502,2025-07-04,219,17,2,409,0,40.9,858.9,UPI
BILL005503,2025-05-26,912,7,4,63,20,45.36,277.36,Cash
BILL005504,2025-09-20,470,41,5,391,10,97.75,2042.75,Cash
BILL005505,2025-11-17,558,7,4,63,50,45.36,247.36,Card
BILL005506,2025-01-10,765,18,2,165,50,59.4,339.4,Card
BILL005507,2025-08-28,267,104,1,409,30,49.08,428.08,UPI
BILL005508,2025-06-15,201,173,4,167,20,120.24,768.24,Card
BILL005509,2025-07-04,487,167,2,420,10,0.0,830.0,Cash
BILL005510,2025-06-21,789,115,2,246,10,24.6,506.6,UPI
BILL005511,2025-07-20,777,171,2,162,50,58.32,332.32,Cash
BILL005512,2025-02-13,329,159,1,77,20,13.86,70.86,Cash
BILL005513,2025-08-08,502,203,3,453,50,244.62,1553.62,Card
BILL005514,2025-08-14,177,75,4,390,50,0.0,1510.0,Cash
BILL005515,2025-01-12,511,237,3,345,50,124.2,1109.2,UPI
BILL005516,2025-01-17,224,20,1,212,30,38.16,220.16,Cash
BILL005517,2025-08-18,998,46,2,79,0,28.44,186.44,UPI
BILL005518,2025-03-27,523,82,3,188,30,0.0,534.0,Cash
BILL005519,2025-06-25,929,27,3,216,0,32.4,680.4,UPI
BILL005520,2025-02-17,594,130,3,158,50,0.0,424.0,Card
BILL005521,2025-07-14,686,31,1,178,0,8.9,186.9,Card
BILL005522,2025-05-29,30,100,1,345,50,0.0,295.0,Cash
BILL005523,2025-06-06,366,47,1,172,50,8.6,130.6,Card
BILL005524,2025-01-22,786,111,1,132,10,23.76,145.76,Card
BILL005525,2025-05-12,923,14,1,326,0,39.12,365.12,Card
BILL005526,2025-02-13,827,233,2,275,0,66.0,616.0,Cash
BILL005527,2025-08-04,226,37,1,235,10,28.2,253.2,UPI
BILL005528,2025-09-09,643,191,5,358,50,0.0,1740.0,Cash
BILL005529,2025-08-15,278,40,1,212,20,38.16,230.16,Card
BILL005530,2025-09-21,80,183,5,513,20,307.8,2852.8,Cash
BILL005531,2025-05-18,963,23,4,206,50,98.88,872.88,Cash
BILL005532,2025-03-24,766,219,2,450,30,45.0,915.0,Card
BILL005533,2025-11-15,937,195,1,337,50,0.0,287.0,Card
BILL005534,2025-08-23,117,117,4,179,20,35.8,731.8,Card
BILL005535,2025-01-08,460,171,1,162,30,29.16,161.16,Card
BILL005536,2025-07-08,191,207,1,249,50,12.45,211.45,Cash
BILL005537,2025-08-03,359,53,5,499,10,124.75,2609.75,Card
BILL005538,2025-03-27,107,165,2,244,20,24.4,492.4,Card
BILL005539,2025-03-29,535,218,1,400,20,72.0,452.0,Cash
BILL005540,2025-07-15,962,137,3,92,0,49.68,325.68,Cash
BILL005541,2025-01-13,107,178,3,179,50,96.66,583.66,Cash
BILL005542,2025-11-05,730,88,1,104,0,18.72,122.72,UPI
BILL005543,2025-11-07,165,126,4,219,50,0.0,826.0,Card
BILL005544,2025-08-08,886,157,2,517,50,0.0,984.0,Card
BILL005545,2025-05-02,759,91,4,304,20,60.8,1256.8,UPI
BILL005546,2025-12-01,262,215,2,406,10,146.16,948.16,Cash
BILL005547,2025-06-17,539,111,3,132,50,71.28,417.28,Card
BILL005548,2025-01-25,85,138,5,451,30,112.75,2337.75,Cash
BILL005549,2025-01-18,639,87,4,467,10,0.0,1858.0,Card
BILL005550,2025-03-15,480,230,2,333,20,119.88,765.88,UPI
BILL005551,2025-09-17,136,27,4,216,30,43.2,877.2,UPI
BILL005552,2025-04-28,921,6,5,330,20,297.0,1927.0,Card
BILL005553,2025-04-24,887,158,3,181,30,0.0,513.0,UPI
BILL005554,2025-12-21,217,98,5,413,30,103.25,2138.25,Card
BILL005555,2025-10-25,918,176,2,341,10,34.1,706.1,UPI
BILL005556,2025-09-16,884,30,4,359,10,258.48,1684.48,UPI
BILL005557,2025-06-27,495,171,2,162,10,58.32,372.32,Cash
BILL005558,2025-09-13,840,68,5,424,20,0.0,2100.0,Card
BILL005559,2025-09-02,420,210,4,319,50,229.68,1455.68,UPI
BILL005560,2025-03-12,312,39,2,349,10,34.9,722.9,Card
BILL005561,2025-03-24,392,230,4,333,50,239.76,1521.76,Cash
BILL005562,2025-03-15,2,153,1,315,20,37.8,332.8,Cash
BILL005563,2025-12-15,406,138,1,451,10,22.55,463.55,Card
BILL005564,2025-09-26,634,92,1,337,50,0.0,287.0,Cash
BILL005565,2025-03-08,419,58,1,371,30,0.0,341.0,UPI
BILL005566,2025-12-03,179,59,3,404,30,60.6,1242.6,Card
BILL005567,2025-03-16,58,4,5,262,30,235.8,1515.8,Cash
BILL005568,2025-03-01,876,36,1,318,30,0.0,288.0,UPI
BILL005569,2025-04-14,438,27,5,216,20,54.0,1114.0,Cash
BILL005570,2025-03-16,99,16,1,410,0,49.2,459.2,UPI
BILL005571,2025-06-27,371,197,3,410,50,147.6,1327.6,UPI
BILL005572,2025-12-02,38,157,3,517,0,0.0,1551.0,Cash
BILL005573,2025-01-16,136,223,3,324,10,174.96,1136.96,Cash
BILL005574,2025-10-03,697,1,5,125,0,0.0,625.0,Card
BILL005575,2025-04-21,152,140,1,409,30,49.08,428.08,Card
BILL005576,2025-08-31,187,169,5,254,10,0.0,1260.0,Card
BILL005577,2025-12-08,778,125,2,448,30,107.52,973.52,UPI
BILL005578,2025-06-04,498,100,1,345,20,0.0,325.0,Cash
BILL005579,2025-02-03,403,180,3,189,10,0.0,557.0,UPI
BILL005580,2025-09-07,602,83,4,459,20,330.48,2146.48,Cash
BILL005581,2025-09-02,447,103,2,378,20,37.8,773.8,Card
BILL005582,2025-12-03,613,68,5,424,50,0.0,2070.0,UPI
BILL005583,2025-05-26,22,135,2,216,0,77.76,509.76,UPI
BILL005584,2025-04-07,245,15,4,372,30,178.56,1636.56,Cash
BILL005585,2025-11-17,299,16,2,410,50,98.4,868.4,Cash
BILL005586,2025-06-22,914,128,2,347,0,124.92,818.92,Card
BILL005587,2025-04-06,873,29,3,81,0,29.16,272.16,Card
BILL005588,2025-08-01,169,63,4,321,30,231.12,1485.12,Card
BILL005589,2025-04-06,966,58,2,371,20,0.0,722.0,UPI
BILL005590,2025-11-14,873,186,3,433,0,0.0,1299.0,Card
BILL005591,2025-06-02,678,63,2,321,20,115.56,737.56,Card
BILL005592,2025-07-29,253,44,2,174,10,41.76,379.76,UPI
BILL005593,2025-05-29,133,158,3,181,20,0.0,523.0,Cash
BILL005594,2025-02-08,996,32,3,325,20,117.0,1072.0,UPI
BILL005595,2025-06-09,46,61,4,384,10,184.32,1710.32,Card
BILL005596,2025-02-25,262,150,3,89,0,13.35,280.35,Cash
BILL005597,2025-11-25,961,22,1,395,0,47.4,442.4,UPI
BILL005598,2025-04-11,605,235,4,183,10,36.6,758.6,Cash
BILL005599,2025-01-09,8,105,2,420,20,151.2,971.2,Cash
BILL005600,2025-09-16,798,239,5,254,0,0.0,1270.0,Cash
BILL005601,2025-06-25,519,115,3,246,30,36.9,744.9,Card
BILL005602,2025-03-24,887,17,3,409,0,61.35,1288.35,UPI
BILL005603,2025-04-17,112,9,3,383,50,57.45,1156.45,UPI
BILL005604,2025-03-01,113,21,1,364,30,18.2,352.2,Cash
BILL005605,2025-11-24,671,162,3,335,0,180.9,1185.9,Cash
BILL005606,2025-12-04,674,15,2,372,50,89.28,783.28,Card
BILL005607,2025-08-24,745,182,2,138,30,13.8,259.8,Cash
BILL005608,2025-08-09,137,146,2,113,0,0.0,226.0,UPI
BILL005609,2025-12-30,266,231,2,397,50,142.92,886.92,UPI
BILL005610,2025-06-30,110,29,1,81,30,9.72,60.72,Card
BILL005611,2025-08-11,766,218,1,400,20,72.0,452.0,Cash
BILL005612,2025-11-20,435,103,3,378,50,56.7,1140.7,UPI
BILL005613,2025-12-13,162,152,5,259,0,0.0,1295.0,Card
BILL005614,2025-01-01,851,155,5,281,0,252.9,1657.9,UPI
BILL005615,2025-09-03,448,139,3,311,0,46.65,979.65,Cash
BILL005616,2025-05-30,382,11,4,294,50,141.12,1267.12,Cash
BILL005617,2025-10-08,878,210,5,319,20,287.1,1862.1,Cash
BILL005618,2025-07-14,591,173,1,167,30,30.06,167.06,UPI
BILL005619,2025-01-22,378,87,1,467,20,0.0,447.0,UPI
BILL005620,2025-08-16,774,167,1,420,50,0.0,370.0,UPI
BILL005621,2025-10-24,15,119,1,388,20,46.56,414.56,Card
BILL005622,2025-06-24,368,128,4,347,50,249.84,1587.84,Card
BILL005623,2025-08-19,328,140,5,409,50,245.4,2240.4,Card
BILL005624,2025-04-23,664,158,2,181,0,0.0,362.0,UPI
BILL005625,2025-02-09,399,133,4,270,50,0.0,1030.0,Card
BILL005626,2025-12-05,849,186,2,433,0,0.0,866.0,Card
BILL005627,2025-06-14,484,212,3,285,30,102.6,927.6,Cash
BILL005628,2025-11-17,390,3,1,374,0,18.7,392.7,UPI
BILL005629,2025-11-18,222,216,3,340,30,122.4,1112.4,UPI
BILL005630,2025-05-07,47,225,5,285,50,256.5,1631.5,Cash
BILL005631,2025-10-05,392,101,4,501,50,360.72,2314.72,Cash
BILL005632,2025-08-17,550,165,4,244,30,48.8,994.8,Card
BILL005633,2025-09-27,267,165,5,244,20,61.0,1261.0,Cash
BILL005634,2025-12-31,771,216,5,340,30,204.0,1874.0,Cash
BILL005635,2025-08-01,106,220,1,164,10,8.2,162.2,Card
BILL005636,2025-06-02,794,1,4,125,50,0.0,450.0,Cash
BILL005637,2025-02-20,105,175,4,466,10,0.0,1854.0,Cash
BILL005638,2025-03-25,594,96,5,95,30,0.0,445.0,Card
BILL005639,2025-09-11,792,228,4,229,10,164.88,1070.88,Card
BILL005640,2025-10-10,210,126,1,219,30,0.0,189.0,Cash
BILL005641,2025-05-03,241,46,4,79,50,56.88,322.88,UPI
BILL005642,2025-01-10,801,15,5,372,50,223.2,2033.2,Card
BILL005643,2025-11-28,498,100,1,345,0,0.0,345.0,Card
BILL005644,2025-08-21,6,77,5,200,0,50.0,1050.0,UPI
BILL005645,2025-05-29,766,12,4,453,10,217.44,2019.44,UPI
BILL005646,2025-08-13,193,57,4,318,30,63.6,1305.6,Cash
BILL005647,2025-01-06,930,153,1,315,50,37.8,302.8,Card
BILL005648,2025-09-24,742,118,3,405,10,0.0,1205.0,Cash
BILL005649,2025-04-16,862,198,2,333,0,119.88,785.88,Card
BILL005650,2025-11-24,348,150,5,89,30,22.25,437.25,Cash
BILL005651,2025-01-14,687,35,1,158,30,28.44,156.44,Card
BILL005652,2025-09-13,430,123,4,220,50,0.0,830.0,Card
BILL005653,2025-04-21,442,174,5,383,20,344.7,2239.7,UPI
BILL005654,2025-06-09,435,90,3,423,50,228.42,1447.42,UPI
BILL005655,2025-03-11,396,78,2,452,0,108.48,1012.48,Card
BILL005656,2025-06-09,588,49,4,120,10,24.0,494.0,Card
BILL005657,2025-09-24,871,45,3,415,20,0.0,1225.0,Card
BILL005658,2025-03-08,60,136,3,64,50,9.6,151.6,UPI
BILL005659,2025-04-12,775,195,5,337,50,0.0,1635.0,Cash
BILL005660,2025-01-08,933,99,5,111,20,27.75,562.75,Cash
BILL005661,2025-12-16,367,183,4,513,50,246.24,2248.24,Card
BILL005662,2025-05-08,84,105,2,420,0,151.2,991.2,Cash
BILL005663,2025-08-05,335,1,5,125,30,0.0,595.0,Card
BILL005664,2025-04-15,874,176,4,341,50,68.2,1382.2,Cash
BILL005665,2025-05-13,789,158,2,181,20,0.0,342.0,Cash
BILL005666,2025-10-25,953,29,2,81,20,19.44,161.44,UPI
BILL005667,2025-05-18,222,43,1,417,10,20.85,427.85,Card
BILL005668,2025-01-11,734,41,3,391,10,58.65,1221.65,Card
BILL005669,2025-10-26,497,234,5,245,50,61.25,1236.25,UPI
BILL005670,2025-07-16,408,188,3,477,10,257.58,1678.58,Cash
BILL005671,2025-03-03,267,205,4,126,20,25.2,509.2,Card
BILL005672,2025-09-28,461,35,3,158,30,85.32,529.32,UPI
BILL005673,2025-08-05,132,134,3,242,50,87.12,763.12,Card
BILL005674,2025-10-02,90,70,1,420,30,0.0,390.0,Cash
BILL005675,2025-12-30,668,146,4,113,0,0.0,452.0,UPI
BILL005676,2025-06-19,268,222,1,428,0,21.4,449.4,Card
BILL005677,2025-10-02,841,152,5,259,50,0.0,1245.0,Cash
BILL005678,2025-03-29,494,184,2,332,20,33.2,677.2,Card
BILL005679,2025-04-06,667,159,3,77,10,41.58,262.58,UPI
BILL005680,2025-11-18,43,52,3,76,50,11.4,189.4,Card
BILL005681,2025-04-21,692,51,1,181,0,32.58,213.58,Cash
BILL005682,2025-08-12,128,60,1,342,0,0.0,342.0,UPI
BILL005683,2025-12-09,788,49,5,120,30,30.0,600.0,Card
BILL005684,2025-05-27,976,199,5,460,0,414.0,2714.0,Card
BILL005685,2025-01-26,917,86,2,271,20,65.04,587.04,Card
BILL005686,2025-05-18,933,116,2,225,30,54.0,474.0,Card
BILL005687,2025-03-31,491,108,3,423,20,63.45,1312.45,Card
BILL005688,2025-03-02,68,173,4,167,50,120.24,738.24,Card
BILL005689,2025-11-12,209,26,2,445,0,0.0,890.0,UPI
BILL005690,2025-05-28,613,108,5,423,20,105.75,2200.75,UPI
BILL005691,2025-09-01,836,43,5,417,30,104.25,2159.25,UPI
BILL005692,2025-12-29,102,54,3,218,50,78.48,682.48,UPI
BILL005693,2025-12-18,715,152,1,259,10,0.0,249.0,Card
BILL005694,2025-07-25,384,103,1,378,30,18.9,366.9,Card
BILL005695,2025-04-08,252,21,4,364,20,72.8,1508.8,Card
BILL005696,2025-02-06,240,62,1,322,30,57.96,349.96,Card
BILL005697,2025-02-28,397,19,3,380,30,0.0,1110.0,Cash
BILL005698,2025-03-17,122,162,5,335,10,301.5,1966.5,UPI
BILL005699,2025-08-04,971,95,3,272,20,40.8,836.8,Card
BILL005700,2025-02-24,359,133,4,270,20,0.0,1060.0,UPI
BILL005701,2025-03-07,400,207,5,249,0,62.25,1307.25,Cash
BILL005702,2025-12-06,432,216,5,340,10,204.0,1894.0,Cash
BILL005703,2025-11-03,114,175,1,466,30,0.0,436.0,Card
BILL005704,2025-02-27,369,83,4,459,30,330.48,2136.48,Card
BILL005705,2025-03-21,458,42,5,171,30,0.0,825.0,Card
BILL005706,2025-09-01,261,113,4,185,50,37.0,727.0,UPI
BILL005707,2025-02-04,530,240,1,127,20,22.86,129.86,Card
BILL005708,2025-06-30,154,231,3,397,10,214.38,1395.38,Card
BILL005709,2025-11-30,433,214,3,506,50,273.24,1741.24,Card
BILL005710,2025-05-26,130,139,1,311,20,15.55,306.55,Cash
BILL005711,2025-04-11,391,204,2,73,0,0.0,146.0,UPI
BILL005712,2025-06-22,746,181,3,232,10,83.52,769.52,UPI
BILL005713,2025-02-11,129,40,2,212,20,76.32,480.32,Card
BILL005714,2025-06-04,539,207,1,249,10,12.45,251.45,UPI
BILL005715,2025-07-13,971,163,5,394,50,0.0,1920.0,Card
BILL005716,2025-03-05,530,162,5,335,50,301.5,1926.5,Card
BILL005717,2025-01-29,122,146,2,113,30,0.0,196.0,UPI
BILL005718,2025-08-23,858,156,2,314,30,75.36,673.36,UPI
BILL005719,2025-07-29,345,5,1,221,30,26.52,217.52,UPI
BILL005720,2025-10-22,994,114,1,486,20,58.32,524.32,Card
BILL005721,2025-06-06,402,49,5,120,30,30.0,600.0,Card
BILL005722,2025-06-15,906,23,4,206,10,98.88,912.88,Cash
BILL005723,2025-01-16,10,64,2,357,10,128.52,832.52,Cash
BILL005724,2025-05-26,103,2,4,447,10,89.4,1867.4,Card
BILL005725,2025-07-21,789,38,3,479,50,71.85,1458.85,Cash
BILL005726,2025-01-13,767,50,4,117,30,56.16,494.16,UPI
BILL005727,2025-09-28,968,66,4,161,0,115.92,759.92,Card
BILL005728,2025-05-13,312,81,2,415,0,0.0,830.0,UPI
BILL005729,2025-01-02,999,22,1,395,30,47.4,412.4,Card
BILL005730,2025-01-27,27,121,1,170,0,8.5,178.5,UPI
BILL005731,2025-01-20,129,110,1,161,20,8.05,149.05,Card
BILL005732,2025-09-05,766,14,1,326,50,39.12,315.12,Card
BILL005733,2025-12-13,82,72,2,115,10,41.4,261.4,UPI
BILL005734,2025-10-16,694,228,5,229,20,206.1,1331.1,UPI
BILL005735,2025-12-28,340,216,5,340,10,204.0,1894.0,Cash
BILL005736,2025-04-29,347,178,3,179,50,96.66,583.66,Cash
BILL005737,2025-06-09,198,30,4,359,20,258.48,1674.48,Card
BILL005738,2025-01-26,495,98,1,413,20,20.65,413.65,UPI
BILL005739,2025-09-03,541,31,4,178,30,35.6,717.6,UPI
BILL005740,2025-04-29,312,140,4,409,20,196.32,1812.32,Card
BILL005741,2025-03-16,292,229,1,370,0,18.5,388.5,Card
BILL005742,2025-02-15,112,197,5,410,10,246.0,2286.0,Card
BILL005743,2025-10-29,462,60,1,342,20,0.0,322.0,UPI
BILL005744,2025-06-20,336,233,3,275,30,99.0,894.0,UPI
BILL005745,2025-10-17,494,130,2,158,50,0.0,266.0,Card
BILL005746,2025-02-17,287,68,3,424,10,0.0,1262.0,Cash
BILL005747,2025-06-01,381,236,1,253,20,45.54,278.54,UPI
BILL005748,2025-07-06,861,51,1,181,50,32.58,163.58,Card
BILL005749,2025-08-10,698,95,4,272,10,54.4,1132.4,Card
BILL005750,2025-03-29,894,237,5,345,0,207.0,1932.0,UPI
BILL005751,2025-09-12,827,82,3,188,50,0.0,514.0,UPI
BILL005752,2025-04-12,916,52,4,76,30,15.2,289.2,Cash
BILL005753,2025-09-02,409,26,2,445,0,0.0,890.0,Cash
BILL005754,2025-06-04,693,116,4,225,50,108.0,958.0,Cash
